viaje_id,fecha,hora_salida,origen,destino,distancia_km,tipo_ruta,condicion_climatica,nivel_trafico,tipo_vehiculo,cantidad_paradas,es_hora_pico,es_fin_de_semana,carga_kg,tiene_refrigeracion,eta_horas,eta_minutos
VJ-10374,2023-06-16,02:00,Buenos Aires,Mendoza,745.3,autopista,lluvia_fuerte,bajo,camion_grande,5,0,0,3053,0,12.7166,763
VJ-10375,2023-11-22,13:00,Buenos Aires,Mar del Plata,786.2,rural,lluvia_leve,bajo,camion_mediano,4,0,0,21426,0,13.1982,792
VJ-10376,2023-03-30,10:00,Moron,Palermo,774.5,mixta,niebla,bajo,camion_mediano,4,0,0,17994,0,20.9204,1255
VJ-10377,2022-09-18,17:00,Cordoba,Mendoza,855.7,autopista,despejado,alto,camion_grande,4,1,1,18530,0,16.4432,987
VJ-10378,2022-08-16,00:00,Santa Fe,Buenos Aires,1376.3,mixta,granizo,bajo,camion_pequeno,4,0,0,10390,1,36.3373,2180
VJ-10379,2023-08-20,11:00,Quilmes,San Isidro,141.1,autopista,niebla,moderado,camion_mediano,3,0,1,9183,0,3.3751,203
VJ-10380,2023-12-08,10:00,Rosario,Cordoba,1030.6,autopista,despejado,moderado,camion_mediano,5,0,0,6165,0,14.9817,899
VJ-10381,2022-05-04,10:00,Moron,Palermo,119.1,autopista,despejado,alto,semi_trailer,0,0,0,14731,0,2.4209,145
VJ-10382,2023-12-16,10:00,Buenos Aires,Mar del Plata,433.6,urbana,lluvia_leve,moderado,camion_pequeno,0,0,0,5401,0,18.3088,1099
VJ-10383,2023-08-09,12:00,Buenos Aires,Mendoza,318.7,mixta,lluvia_fuerte,moderado,camion_pequeno,2,0,1,11515,1,10.6701,640
VJ-10384,2023-10-30,04:00,Tucuman,Cordoba,1085.6,mixta,despejado,moderado,semi_trailer,1,0,0,6991,0,25.3445,1521
VJ-10385,2022-12-23,02:00,Tucuman,Cordoba,459.5,rural,despejado,moderado,semi_trailer,4,0,1,14052,0,10.6208,637
VJ-10386,2022-08-28,19:00,Cordoba,Mendoza,866.5,urbana,lluvia_fuerte,moderado,camion_grande,3,1,1,1970,0,45.2402,2714
VJ-10387,2023-04-28,00:00,Tigre,Ezeiza,1217.6,urbana,despejado,bajo,camion_mediano,2,0,0,4146,0,37.8013,2268
VJ-10388,2022-01-19,23:00,Buenos Aires,Mar del Plata,772.8,rural,despejado,moderado,camion_grande,4,0,0,23276,0,17.5696,1054
VJ-10389,2023-11-07,00:00,Rosario,Cordoba,83.8,rural,despejado,bajo,camion_grande,5,0,1,22139,0,2.886,173
VJ-10390,2023-05-12,16:00,Buenos Aires,Rosario,331.3,urbana,despejado,alto,semi_trailer,3,0,0,3763,0,20.2452,1215
VJ-10391,2022-01-19,09:00,Tucuman,Cordoba,353.9,mixta,lluvia_leve,muy_alto,camion_pequeno,4,1,0,13390,0,18.5547,1113
VJ-10392,2022-10-14,08:00,Cordoba,Mendoza,1138.5,autopista,lluvia_leve,moderado,camion_grande,5,1,0,1465,0,18.8571,1131
VJ-10393,2022-12-04,04:00,Buenos Aires,Cordoba,590.1,urbana,lluvia_fuerte,moderado,camion_mediano,4,0,0,10736,0,32.1009,1926
VJ-10394,2023-03-17,22:00,Buenos Aires,Cordoba,1209.0,rural,lluvia_leve,moderado,camion_mediano,2,0,0,17664,0,26.2464,1575
VJ-10395,2023-02-28,23:00,Lanus,San Martin,265.9,rural,despejado,moderado,camion_pequeno,1,0,1,10942,0,4.9413,296
VJ-10396,2023-09-19,03:00,Rosario,Cordoba,221.2,mixta,lluvia_fuerte,alto,camion_grande,1,0,1,1358,0,10.0444,603
VJ-10397,2023-10-28,04:00,San Miguel,CABA,966.5,rural,despejado,bajo,camion_pequeno,3,0,0,20315,0,13.455,807
VJ-10398,2023-11-19,00:00,Tigre,Ezeiza,324.5,mixta,despejado,bajo,camion_mediano,3,0,0,14034,0,7.2493,435
VJ-10399,2023-01-25,13:00,Lanus,San Martin,1214.8,mixta,niebla,moderado,camion_grande,1,0,0,1870,0,38.8513,2331
VJ-10400,2023-02-01,16:00,Buenos Aires,Mendoza,1230.1,urbana,lluvia_leve,moderado,camion_pequeno,1,0,0,24590,1,47.2806,2837
VJ-10401,2022-05-26,09:00,Rosario,Cordoba,651.3,mixta,despejado,alto,camion_grande,3,1,0,2287,0,22.6513,1359
VJ-10402,2022-01-26,17:00,Moron,Palermo,1092.4,mixta,despejado,alto,camion_mediano,5,1,1,14051,0,31.8869,1913
VJ-10403,2022-03-29,02:00,Buenos Aires,Mar del Plata,1008.5,mixta,despejado,moderado,camion_mediano,0,0,1,15225,0,21.7531,1305
VJ-10404,2022-07-03,21:00,Buenos Aires,Mendoza,1278.0,rural,despejado,moderado,camion_mediano,4,0,0,5812,0,25.5513,1533
VJ-10405,2023-05-26,19:00,Quilmes,San Isidro,1345.0,mixta,despejado,moderado,camion_mediano,0,1,0,900,0,31.0669,1864
VJ-10406,2023-07-15,02:00,Buenos Aires,La Plata,640.7,mixta,despejado,moderado,semi_trailer,3,0,0,715,0,17.7212,1063
VJ-10407,2022-03-31,21:00,Buenos Aires,Mar del Plata,61.0,urbana,despejado,bajo,camion_grande,0,0,0,20268,0,1.7809,107
VJ-10408,2022-11-03,18:00,Buenos Aires,Mendoza,1353.1,rural,despejado,alto,camion_mediano,5,1,0,1674,1,36.6538,2199
VJ-10409,2023-12-14,08:00,Lomas de Zamora,Pilar,197.0,mixta,niebla,moderado,semi_trailer,5,1,0,14058,0,8.1554,489
VJ-10410,2023-09-16,19:00,Buenos Aires,La Plata,682.3,urbana,lluvia_leve,muy_alto,camion_pequeno,5,1,0,23660,0,54.5909,3275
VJ-10411,2022-08-27,15:00,San Miguel,CABA,732.4,autopista,granizo,moderado,semi_trailer,5,0,0,6395,0,20.944,1257
VJ-10412,2022-12-25,19:00,Buenos Aires,Mar del Plata,1035.1,urbana,despejado,alto,camion_pequeno,1,1,0,14067,1,47.0297,2822
VJ-10413,2024-01-12,00:00,Buenos Aires,Mar del Plata,714.3,autopista,despejado,bajo,camion_grande,2,0,1,11421,0,8.6096,517
VJ-10414,2023-07-04,20:00,Buenos Aires,La Plata,1283.5,rural,despejado,alto,semi_trailer,0,0,1,5591,0,34.1109,2047
VJ-10415,2022-12-29,06:00,Lanus,San Martin,781.7,urbana,niebla,moderado,camion_grande,0,0,0,11369,0,40.7918,2448
VJ-10416,2024-02-09,18:00,Buenos Aires,Cordoba,880.9,autopista,niebla,alto,semi_trailer,1,1,0,6640,0,25.2319,1514
VJ-10417,2022-02-08,06:00,Rosario,Cordoba,638.1,mixta,despejado,alto,camion_grande,2,0,0,6234,1,20.7159,1243
VJ-10418,2023-06-21,06:00,Lanus,San Martin,1267.9,urbana,despejado,bajo,semi_trailer,1,0,0,16342,0,43.4204,2605
VJ-10419,2023-09-01,03:00,Buenos Aires,Rosario,1002.0,rural,despejado,bajo,semi_trailer,4,0,1,1942,0,21.2166,1273
VJ-10420,2022-10-21,20:00,Cordoba,Mendoza,41.2,mixta,niebla,bajo,camion_grande,2,0,0,11014,0,1.6487,99
VJ-10421,2022-11-23,16:00,Buenos Aires,Rosario,1342.0,autopista,despejado,moderado,camion_pequeno,4,0,1,18277,0,18.131,1088
VJ-10422,2023-11-23,17:00,Quilmes,San Isidro,862.4,autopista,lluvia_leve,moderado,camion_grande,2,1,0,4762,1,13.8733,832
VJ-10423,2023-07-01,10:00,Buenos Aires,Mendoza,866.7,rural,lluvia_fuerte,alto,semi_trailer,2,0,0,23860,0,36.9666,2218
VJ-10424,2022-08-18,21:00,Lanus,San Martin,145.2,mixta,lluvia_leve,bajo,semi_trailer,2,0,0,15750,0,4.4453,267
VJ-10425,2022-12-26,14:00,Cordoba,Mendoza,1106.4,mixta,despejado,muy_alto,camion_grande,2,0,0,2641,0,54.9916,3299
VJ-10426,2022-03-14,22:00,Tigre,Ezeiza,716.1,rural,despejado,moderado,camion_mediano,3,0,0,11178,0,13.2528,795
VJ-10427,2023-03-22,06:00,Buenos Aires,Mendoza,543.5,rural,lluvia_leve,moderado,semi_trailer,2,0,0,19864,0,14.3419,861
VJ-10428,2022-06-30,14:00,Cordoba,Mendoza,168.9,rural,despejado,alto,semi_trailer,4,0,0,3699,0,5.9352,356
VJ-10429,2024-02-15,18:00,Moron,Palermo,135.8,mixta,despejado,alto,camion_pequeno,1,1,0,21344,0,4.3757,263
VJ-10430,2023-03-22,10:00,Buenos Aires,Cordoba,282.0,mixta,lluvia_leve,moderado,semi_trailer,5,0,0,22767,0,12.5037,750
VJ-10431,2023-07-28,11:00,San Miguel,CABA,1195.0,urbana,lluvia_leve,moderado,camion_mediano,0,0,0,2240,1,43.9943,2640
VJ-10432,2023-01-26,12:00,Cordoba,Mendoza,610.1,urbana,niebla,alto,camion_mediano,4,0,0,23823,0,38.9276,2336
VJ-10433,2022-01-12,09:00,Buenos Aires,Cordoba,1177.5,rural,lluvia_leve,muy_alto,camion_grande,1,1,0,22456,1,55.2704,3316
VJ-10434,2023-12-14,02:00,Buenos Aires,La Plata,1365.2,rural,lluvia_fuerte,moderado,semi_trailer,1,0,1,14126,0,41.267,2476
VJ-10435,2022-08-31,19:00,Tucuman,Cordoba,323.8,mixta,lluvia_leve,alto,camion_grande,3,1,1,16823,0,13.7769,827
VJ-10436,2023-12-09,15:00,Rosario,Cordoba,1369.7,mixta,granizo,moderado,camion_pequeno,4,0,0,4208,0,46.2596,2776
VJ-10437,2023-10-11,23:00,Tigre,Ezeiza,350.9,autopista,despejado,bajo,camion_pequeno,5,0,0,22412,1,4.8878,293
VJ-10438,2022-10-29,15:00,San Miguel,CABA,661.7,autopista,lluvia_leve,muy_alto,camion_pequeno,4,0,0,11363,0,21.5065,1290
VJ-10439,2024-01-26,05:00,Quilmes,San Isidro,884.7,autopista,lluvia_fuerte,moderado,camion_pequeno,4,0,0,22006,0,16.5648,994
VJ-10440,2022-04-25,08:00,Rosario,Cordoba,360.4,mixta,despejado,alto,camion_grande,4,1,1,8919,1,14.6258,878
VJ-10441,2023-09-02,01:00,Moron,Palermo,684.0,mixta,despejado,bajo,camion_mediano,4,0,0,3265,0,13.5291,812
VJ-10442,2022-12-20,23:00,Buenos Aires,Cordoba,340.7,mixta,lluvia_fuerte,moderado,semi_trailer,3,0,0,7409,0,14.0908,845
VJ-10443,2022-09-26,07:00,Buenos Aires,La Plata,1047.1,rural,despejado,alto,semi_trailer,4,1,0,23621,0,35.7258,2144
VJ-10444,2023-06-29,16:00,Tigre,Ezeiza,541.0,mixta,despejado,muy_alto,semi_trailer,2,0,0,1844,1,33.3807,2003
VJ-10445,2024-01-22,12:00,Lanus,San Martin,364.9,autopista,despejado,moderado,camion_pequeno,4,0,0,22627,0,5.8062,348
VJ-10446,2022-04-11,21:00,Lomas de Zamora,Pilar,445.4,rural,lluvia_leve,alto,camion_mediano,0,0,1,2726,1,11.7855,707
VJ-10447,2023-10-16,21:00,Quilmes,San Isidro,89.1,autopista,despejado,bajo,camion_pequeno,4,0,0,7604,0,1.9025,114
VJ-10448,2022-03-19,05:00,Buenos Aires,Rosario,1255.4,urbana,niebla,bajo,camion_mediano,5,0,1,15801,0,49.8368,2990
VJ-10449,2022-09-29,12:00,Buenos Aires,Mendoza,1090.2,autopista,despejado,alto,camion_grande,3,0,0,2468,0,20.5908,1235
VJ-10450,2023-10-21,03:00,Buenos Aires,Rosario,258.0,mixta,granizo,bajo,semi_trailer,3,0,1,14631,0,9.4436,567
VJ-10451,2023-11-12,04:00,Buenos Aires,La Plata,36.1,urbana,despejado,alto,semi_trailer,3,0,0,528,0,3.1689,190
VJ-10452,2022-01-04,23:00,Buenos Aires,Cordoba,674.6,autopista,niebla,moderado,semi_trailer,3,0,0,2797,0,13.9689,838
VJ-10453,2023-04-16,02:00,Buenos Aires,Rosario,888.9,autopista,despejado,moderado,camion_pequeno,5,0,0,11643,1,11.5675,694
VJ-10454,2023-01-03,22:00,Rosario,Cordoba,928.4,rural,despejado,bajo,semi_trailer,2,0,0,3998,0,18.0751,1085
VJ-10455,2023-04-06,17:00,Buenos Aires,Mar del Plata,690.0,rural,despejado,moderado,camion_mediano,0,1,0,16873,0,11.7974,708
VJ-10456,2023-07-04,20:00,Buenos Aires,La Plata,573.7,urbana,despejado,moderado,camion_pequeno,1,0,0,15519,0,17.454,1047
VJ-10457,2022-11-11,04:00,Buenos Aires,La Plata,347.3,rural,despejado,bajo,camion_pequeno,5,0,1,21231,1,6.4875,389
VJ-10458,2022-07-27,03:00,Buenos Aires,Rosario,1146.7,mixta,lluvia_leve,alto,camion_pequeno,0,0,0,20672,0,40.021,2401
VJ-10459,2022-10-08,01:00,Moron,Palermo,457.0,mixta,despejado,muy_alto,camion_mediano,1,0,0,11493,1,17.7744,1066
VJ-10460,2024-03-07,01:00,Buenos Aires,Mendoza,348.7,rural,lluvia_leve,moderado,semi_trailer,4,0,1,21215,0,10.1294,608
VJ-10461,2023-06-20,22:00,Buenos Aires,La Plata,588.5,rural,granizo,alto,camion_grande,3,0,1,5188,0,24.5676,1474
VJ-10462,2022-01-05,02:00,Buenos Aires,Mar del Plata,1006.9,rural,lluvia_leve,bajo,camion_mediano,4,0,0,10369,0,18.8202,1129
VJ-10463,2022-06-02,21:00,Buenos Aires,Rosario,655.3,autopista,niebla,muy_alto,camion_mediano,5,0,1,2238,1,26.3957,1584
VJ-10464,2024-02-16,09:00,Lanus,San Martin,85.1,mixta,despejado,moderado,camion_pequeno,2,1,1,8737,0,2.552,153
VJ-10465,2022-07-23,23:00,Tucuman,Cordoba,108.5,rural,despejado,bajo,camion_pequeno,1,0,0,19497,0,1.8933,114
VJ-10466,2022-03-17,13:00,Lanus,San Martin,146.3,autopista,despejado,bajo,camion_mediano,5,0,0,12805,0,3.0003,180
VJ-10467,2022-07-27,23:00,Buenos Aires,Cordoba,529.1,rural,granizo,moderado,semi_trailer,3,0,1,12250,0,19.3454,1161
VJ-10468,2023-10-16,10:00,Buenos Aires,La Plata,647.4,urbana,despejado,bajo,semi_trailer,1,0,1,10171,0,25.0731,1504
VJ-10469,2024-01-18,18:00,Tucuman,Cordoba,1208.5,rural,despejado,muy_alto,semi_trailer,1,1,0,15663,0,51.9089,3115
VJ-10470,2022-02-15,04:00,Tigre,Ezeiza,1249.6,rural,despejado,moderado,camion_mediano,4,0,0,666,0,21.0945,1266
VJ-10471,2023-02-21,02:00,Buenos Aires,La Plata,638.9,mixta,lluvia_leve,moderado,camion_pequeno,1,0,0,907,0,16.4505,987
VJ-10472,2024-02-05,09:00,Buenos Aires,Cordoba,32.1,autopista,despejado,alto,camion_pequeno,5,1,1,15549,0,2.3769,143
VJ-10473,2022-02-03,20:00,Buenos Aires,Cordoba,988.4,mixta,despejado,alto,semi_trailer,0,0,1,23134,0,37.0692,2224
VJ-10474,2023-06-12,19:00,Lomas de Zamora,Pilar,1104.9,autopista,lluvia_leve,alto,camion_mediano,0,1,0,24609,0,19.7283,1184
VJ-10475,2022-07-29,17:00,Buenos Aires,Rosario,519.3,mixta,despejado,alto,camion_grande,5,1,0,18874,0,16.9196,1015
VJ-10476,2023-03-10,10:00,Cordoba,Mendoza,1056.9,rural,lluvia_leve,moderado,camion_mediano,1,0,0,9260,0,22.8439,1371
VJ-10477,2023-04-14,21:00,Santa Fe,Buenos Aires,638.2,urbana,despejado,moderado,camion_grande,2,0,0,2650,1,26.4025,1584
VJ-10478,2023-06-18,22:00,Buenos Aires,Mendoza,239.0,rural,despejado,muy_alto,camion_pequeno,0,0,1,5431,0,8.6304,518
VJ-10479,2023-06-17,00:00,Moron,Palermo,415.2,rural,despejado,moderado,camion_pequeno,0,0,0,8112,0,7.1237,427
VJ-10480,2023-08-04,16:00,Buenos Aires,Mendoza,834.8,autopista,lluvia_leve,alto,semi_trailer,5,0,0,15090,0,21.3234,1279
VJ-10481,2023-12-30,14:00,Rosario,Cordoba,216.2,rural,despejado,muy_alto,camion_pequeno,2,0,0,20771,0,7.8052,468
VJ-10482,2022-09-24,01:00,Buenos Aires,Cordoba,234.1,rural,niebla,alto,camion_mediano,0,0,0,19326,1,7.3327,440
VJ-10483,2023-05-27,17:00,Moron,Palermo,760.4,autopista,granizo,moderado,semi_trailer,1,1,0,1316,0,20.3336,1220
VJ-10484,2023-08-02,15:00,Santa Fe,Buenos Aires,909.7,autopista,despejado,muy_alto,camion_grande,2,0,0,19299,0,27.2786,1637
VJ-10485,2022-12-01,19:00,Buenos Aires,Rosario,438.2,mixta,niebla,moderado,camion_pequeno,3,1,0,15113,0,12.6318,758
VJ-10486,2022-03-31,17:00,Moron,Palermo,282.0,rural,lluvia_leve,moderado,camion_grande,0,1,0,22686,0,6.0092,361
VJ-10487,2022-12-26,11:00,San Miguel,CABA,1005.2,urbana,niebla,moderado,camion_mediano,3,0,0,899,0,48.9352,2936
VJ-10488,2023-03-01,05:00,Santa Fe,Buenos Aires,1127.1,urbana,despejado,alto,semi_trailer,2,0,0,14388,0,66.1871,3971
VJ-10489,2022-10-07,12:00,Buenos Aires,Mar del Plata,101.9,autopista,despejado,alto,camion_grande,4,0,1,13917,0,3.1936,192
VJ-10490,2022-11-06,09:00,Tucuman,Cordoba,287.0,mixta,lluvia_fuerte,muy_alto,camion_mediano,3,1,0,1883,0,18.907,1134
VJ-10491,2022-10-22,20:00,Santa Fe,Buenos Aires,427.2,rural,despejado,bajo,camion_grande,5,0,0,21924,0,8.9393,536
VJ-10492,2023-03-23,19:00,Santa Fe,Buenos Aires,1392.1,rural,despejado,muy_alto,semi_trailer,0,1,0,19540,0,59.2065,3552
VJ-10493,2023-12-11,18:00,Quilmes,San Isidro,1184.9,urbana,despejado,muy_alto,camion_pequeno,1,1,1,10975,0,76.9219,4615
VJ-10494,2024-02-24,16:00,Buenos Aires,Cordoba,77.7,urbana,despejado,moderado,camion_grande,2,0,0,3017,0,3.8576,231
VJ-10495,2022-05-28,22:00,Buenos Aires,Cordoba,387.3,autopista,niebla,alto,camion_grande,5,0,0,18011,0,9.7156,583
VJ-10496,2022-07-12,03:00,Tucuman,Cordoba,1290.1,autopista,despejado,moderado,camion_grande,1,0,1,16994,0,16.7929,1008
VJ-10497,2023-03-29,15:00,Tucuman,Cordoba,1148.2,urbana,despejado,muy_alto,camion_pequeno,0,0,0,23144,0,75.5261,4532
VJ-10498,2022-05-14,04:00,San Miguel,CABA,319.1,autopista,despejado,moderado,camion_pequeno,5,0,0,10573,1,5.6855,341
VJ-10499,2023-04-26,01:00,Buenos Aires,Rosario,69.1,urbana,despejado,moderado,semi_trailer,0,0,0,17325,0,3.2278,194
VJ-10500,2022-12-26,06:00,Rosario,Cordoba,1097.5,urbana,despejado,alto,camion_pequeno,4,0,0,7054,1,53.8141,3229
VJ-10501,2024-01-03,03:00,Rosario,Cordoba,711.8,autopista,despejado,alto,camion_mediano,0,0,0,958,0,12.7973,768
VJ-10502,2023-03-27,22:00,Rosario,Cordoba,1294.7,rural,niebla,moderado,camion_pequeno,4,0,0,23376,0,32.2784,1937
VJ-10503,2024-02-20,03:00,Buenos Aires,Mendoza,1068.4,mixta,despejado,bajo,camion_pequeno,2,0,0,17530,1,20.4601,1228
VJ-10504,2023-02-22,23:00,Rosario,Cordoba,404.2,urbana,despejado,moderado,semi_trailer,4,0,0,15047,0,19.7076,1182
VJ-10505,2023-11-24,21:00,Buenos Aires,Rosario,1398.2,mixta,granizo,moderado,camion_pequeno,3,0,1,14854,0,45.9358,2756
VJ-10506,2023-09-02,02:00,Buenos Aires,Cordoba,1040.6,mixta,despejado,moderado,camion_pequeno,1,0,0,7023,0,22.1312,1328
VJ-10507,2023-02-19,12:00,Buenos Aires,Mendoza,1061.3,mixta,despejado,alto,camion_grande,5,0,0,22345,0,38.8548,2331
VJ-10508,2024-01-26,07:00,Tucuman,Cordoba,358.5,autopista,despejado,alto,camion_pequeno,3,1,0,4910,1,6.9398,416
VJ-10509,2023-04-23,02:00,Buenos Aires,Cordoba,874.5,mixta,lluvia_leve,moderado,camion_grande,0,0,0,17537,0,26.0371,1562
VJ-10510,2022-05-02,17:00,Moron,Palermo,1135.2,mixta,despejado,alto,camion_grande,4,1,1,1535,0,38.6497,2319
VJ-10511,2023-05-15,15:00,Santa Fe,Buenos Aires,1239.7,urbana,despejado,moderado,camion_grande,1,0,0,10738,0,52.2328,3134
VJ-10512,2023-01-22,16:00,San Miguel,CABA,671.5,mixta,lluvia_leve,alto,semi_trailer,1,0,1,9130,0,26.3979,1584
VJ-10513,2022-04-10,18:00,Cordoba,Mendoza,494.9,urbana,despejado,moderado,camion_grande,5,1,1,20985,0,23.9139,1435
VJ-10514,2022-11-09,18:00,Cordoba,Mendoza,336.1,mixta,despejado,muy_alto,camion_mediano,2,1,1,23044,1,16.3735,982
VJ-10515,2023-02-04,15:00,Buenos Aires,La Plata,380.6,mixta,lluvia_leve,moderado,semi_trailer,5,0,0,10871,0,14.662,880
VJ-10516,2023-03-23,10:00,Buenos Aires,Rosario,700.5,mixta,despejado,alto,camion_grande,5,0,1,10314,0,22.5158,1351
VJ-10517,2022-04-08,23:00,Buenos Aires,Rosario,1128.4,rural,despejado,bajo,semi_trailer,4,0,0,24017,0,19.1659,1150
VJ-10518,2023-03-20,20:00,Rosario,Cordoba,301.5,urbana,lluvia_leve,moderado,semi_trailer,0,0,0,17036,0,14.9273,896
VJ-10519,2024-01-31,05:00,Rosario,Cordoba,882.7,mixta,lluvia_leve,moderado,camion_pequeno,4,0,0,7478,0,24.704,1482
VJ-10520,2024-02-23,14:00,Rosario,Cordoba,736.0,mixta,granizo,alto,camion_pequeno,2,0,1,5430,0,31.7206,1903
VJ-10521,2022-09-02,05:00,Tigre,Ezeiza,1155.0,urbana,lluvia_leve,alto,camion_grande,5,0,1,20201,0,72.2494,4335
VJ-10522,2022-10-07,13:00,Buenos Aires,Mar del Plata,684.7,urbana,despejado,alto,semi_trailer,3,0,0,1712,0,41.3552,2481
VJ-10523,2023-02-21,02:00,Moron,Palermo,1097.3,rural,lluvia_leve,bajo,semi_trailer,0,0,0,10264,0,24.6735,1480
VJ-10524,2023-08-18,23:00,Moron,Palermo,338.1,urbana,despejado,alto,camion_mediano,4,0,0,4453,0,18.5285,1112
VJ-10525,2023-03-10,23:00,Lanus,San Martin,467.7,urbana,despejado,bajo,camion_grande,4,0,0,24878,0,15.7391,944
VJ-10526,2022-04-26,01:00,Buenos Aires,Rosario,363.5,rural,despejado,moderado,semi_trailer,4,0,0,12778,0,8.7123,523
VJ-10527,2022-02-25,01:00,Rosario,Cordoba,39.3,rural,despejado,alto,camion_grande,4,0,0,22199,0,2.6358,158
VJ-10528,2023-02-02,03:00,Lomas de Zamora,Pilar,1265.4,rural,despejado,moderado,camion_grande,5,0,0,8245,0,29.7118,1783
VJ-10529,2022-02-04,14:00,Lanus,San Martin,423.4,autopista,despejado,muy_alto,camion_mediano,1,0,0,21616,0,10.5346,632
VJ-10530,2023-03-07,05:00,Buenos Aires,Rosario,1007.2,mixta,despejado,moderado,camion_grande,0,0,0,17091,1,26.4033,1584
VJ-10531,2022-11-18,04:00,Santa Fe,Buenos Aires,885.9,urbana,lluvia_fuerte,moderado,camion_mediano,5,0,1,7056,0,41.7933,2508
VJ-10532,2024-01-23,13:00,Buenos Aires,Rosario,1187.3,rural,despejado,alto,camion_mediano,5,0,0,10966,0,30.7044,1842
VJ-10533,2023-10-25,18:00,Cordoba,Mendoza,557.0,autopista,despejado,alto,camion_mediano,3,1,1,1252,0,11.0627,664
VJ-10534,2023-01-12,13:00,Buenos Aires,Mar del Plata,79.2,urbana,granizo,bajo,camion_mediano,4,0,0,5390,1,4.5853,275
VJ-10535,2023-05-22,06:00,Tucuman,Cordoba,174.7,mixta,lluvia_fuerte,muy_alto,semi_trailer,5,0,1,9222,0,15.3612,922
VJ-10536,2022-09-26,13:00,Buenos Aires,Mendoza,1020.1,rural,lluvia_leve,muy_alto,camion_grande,1,0,1,5282,1,44.31,2659
VJ-10537,2024-01-24,21:00,San Miguel,CABA,1364.4,mixta,despejado,moderado,camion_grande,3,0,1,13066,0,36.0364,2162
VJ-10538,2022-02-16,19:00,Buenos Aires,Rosario,664.6,urbana,lluvia_leve,moderado,camion_mediano,2,1,0,20102,0,25.8903,1553
VJ-10539,2022-05-16,05:00,Buenos Aires,Mendoza,816.9,autopista,despejado,alto,camion_pequeno,2,0,0,11614,0,13.4808,809
VJ-10540,2022-09-27,08:00,Quilmes,San Isidro,1370.1,mixta,despejado,moderado,camion_pequeno,3,1,0,14593,0,30.8747,1852
VJ-10541,2023-03-27,17:00,Cordoba,Mendoza,1071.5,mixta,niebla,alto,semi_trailer,1,1,0,22042,0,49.8587,2992
VJ-10542,2023-01-01,13:00,Buenos Aires,Cordoba,237.3,urbana,despejado,bajo,camion_grande,3,0,1,16717,1,8.4127,505
VJ-10543,2023-11-11,23:00,Buenos Aires,Rosario,261.1,rural,despejado,bajo,camion_grande,1,0,0,9438,0,4.4089,265
VJ-10544,2023-11-29,15:00,San Miguel,CABA,1289.4,urbana,lluvia_leve,moderado,semi_trailer,1,0,0,11269,1,68.5925,4116
VJ-10545,2023-09-01,21:00,Lanus,San Martin,649.7,urbana,niebla,bajo,camion_pequeno,5,0,0,21089,0,25.4856,1529
VJ-10546,2022-10-17,18:00,Cordoba,Mendoza,1326.9,urbana,lluvia_leve,muy_alto,camion_grande,5,1,1,2095,0,123.8275,7430
VJ-10547,2024-03-09,02:00,San Miguel,CABA,1351.4,mixta,despejado,moderado,camion_mediano,3,0,1,7323,1,31.9464,1917
VJ-10548,2023-01-12,21:00,Moron,Palermo,1032.9,rural,despejado,moderado,semi_trailer,2,0,0,12265,0,20.8875,1253
VJ-10549,2023-06-10,05:00,Santa Fe,Buenos Aires,1137.3,autopista,lluvia_leve,moderado,semi_trailer,4,0,0,14459,1,21.6313,1298
VJ-10550,2023-05-05,16:00,Santa Fe,Buenos Aires,742.9,rural,lluvia_leve,alto,semi_trailer,5,0,1,15842,0,28.9535,1737
VJ-10551,2023-04-21,16:00,Rosario,Cordoba,775.9,rural,lluvia_leve,moderado,camion_pequeno,0,0,1,14423,0,14.8594,892
VJ-10552,2022-02-16,14:00,San Miguel,CABA,168.4,autopista,despejado,moderado,camion_pequeno,5,0,1,6470,0,3.4103,205
VJ-10553,2022-09-23,06:00,San Miguel,CABA,484.5,mixta,lluvia_fuerte,moderado,camion_grande,1,0,1,24978,0,16.8178,1009
VJ-10554,2024-02-02,15:00,Buenos Aires,Rosario,28.5,mixta,lluvia_leve,bajo,camion_pequeno,5,0,0,13774,0,2.3661,142
VJ-10555,2022-01-17,04:00,San Miguel,CABA,1128.5,autopista,lluvia_leve,muy_alto,semi_trailer,0,0,1,6752,1,40.3527,2421
VJ-10556,2022-06-01,17:00,Buenos Aires,Mar del Plata,615.7,urbana,despejado,alto,camion_mediano,5,1,1,10360,0,32.0934,1926
VJ-10557,2022-01-09,09:00,Buenos Aires,Cordoba,823.5,mixta,granizo,alto,semi_trailer,1,1,0,13336,1,48.4972,2910
VJ-10558,2023-11-26,15:00,Tigre,Ezeiza,61.5,mixta,granizo,alto,camion_grande,3,0,0,24244,0,4.5723,274
VJ-10559,2023-10-24,13:00,Buenos Aires,La Plata,382.3,urbana,despejado,moderado,camion_pequeno,5,0,0,4331,0,14.1813,851
VJ-10560,2022-12-14,07:00,Quilmes,San Isidro,662.2,mixta,despejado,alto,camion_mediano,3,1,0,19756,0,22.5246,1351
VJ-10561,2022-06-15,20:00,Santa Fe,Buenos Aires,1344.1,rural,niebla,alto,semi_trailer,5,0,0,15977,0,49.2753,2957
VJ-10562,2022-08-03,03:00,Rosario,Cordoba,227.3,urbana,lluvia_leve,bajo,camion_mediano,3,0,0,16678,0,8.8814,533
